Task ID,Job ID,Arrival min,Arrival max, Cost min, Cost max,Deadline, Priority
19,1,0.0,0.0,0.021469726307101134,0.021469726307101134,1.0,1.0
19,2,1.0,1.0,0.021469726307101134,0.021469726307101134,2.0,2.0
19,3,2.0,2.0,0.021469726307101134,0.021469726307101134,3.0,3.0
19,4,3.0,3.0,0.021469726307101134,0.021469726307101134,4.0,4.0
19,5,4.0,4.0,0.021469726307101134,0.021469726307101134,5.0,5.0
19,6,5.0,5.0,0.021469726307101134,0.021469726307101134,6.0,6.0
19,7,6.0,6.0,0.021469726307101134,0.021469726307101134,7.0,7.0
19,8,7.0,7.0,0.021469726307101134,0.021469726307101134,8.0,8.0
19,9,8.0,8.0,0.021469726307101134,0.021469726307101134,9.0,9.0
19,10,9.0,9.0,0.021469726307101134,0.021469726307101134,10.0,10.0
19,11,10.0,10.0,0.021469726307101134,0.021469726307101134,11.0,11.0
19,12,11.0,11.0,0.021469726307101134,0.021469726307101134,12.0,12.0
19,13,12.0,12.0,0.021469726307101134,0.021469726307101134,13.0,13.0
19,14,13.0,13.0,0.021469726307101134,0.021469726307101134,14.0,14.0
19,15,14.0,14.0,0.021469726307101134,0.021469726307101134,15.0,15.0
19,16,15.0,15.0,0.021469726307101134,0.021469726307101134,16.0,16.0
19,17,16.0,16.0,0.021469726307101134,0.021469726307101134,17.0,17.0
19,18,17.0,17.0,0.021469726307101134,0.021469726307101134,18.0,18.0
19,19,18.0,18.0,0.021469726307101134,0.021469726307101134,19.0,19.0
19,20,19.0,19.0,0.021469726307101134,0.021469726307101134,20.0,20.0
19,21,20.0,20.0,0.021469726307101134,0.021469726307101134,21.0,21.0
19,22,21.0,21.0,0.021469726307101134,0.021469726307101134,22.0,22.0
19,23,22.0,22.0,0.021469726307101134,0.021469726307101134,23.0,23.0
19,24,23.0,23.0,0.021469726307101134,0.021469726307101134,24.0,24.0
19,25,24.0,24.0,0.021469726307101134,0.021469726307101134,25.0,25.0
19,26,25.0,25.0,0.021469726307101134,0.021469726307101134,26.0,26.0
19,27,26.0,26.0,0.021469726307101134,0.021469726307101134,27.0,27.0
19,28,27.0,27.0,0.021469726307101134,0.021469726307101134,28.0,28.0
19,29,28.0,28.0,0.021469726307101134,0.021469726307101134,29.0,29.0
19,30,29.0,29.0,0.021469726307101134,0.021469726307101134,30.0,30.0
19,31,30.0,30.0,0.021469726307101134,0.021469726307101134,31.0,31.0
19,32,31.0,31.0,0.021469726307101134,0.021469726307101134,32.0,32.0
19,33,32.0,32.0,0.021469726307101134,0.021469726307101134,33.0,33.0
19,34,33.0,33.0,0.021469726307101134,0.021469726307101134,34.0,34.0
19,35,34.0,34.0,0.021469726307101134,0.021469726307101134,35.0,35.0
19,36,35.0,35.0,0.021469726307101134,0.021469726307101134,36.0,36.0
19,37,36.0,36.0,0.021469726307101134,0.021469726307101134,37.0,37.0
19,38,37.0,37.0,0.021469726307101134,0.021469726307101134,38.0,38.0
19,39,38.0,38.0,0.021469726307101134,0.021469726307101134,39.0,39.0
19,40,39.0,39.0,0.021469726307101134,0.021469726307101134,40.0,40.0
19,41,40.0,40.0,0.021469726307101134,0.021469726307101134,41.0,41.0
19,42,41.0,41.0,0.021469726307101134,0.021469726307101134,42.0,42.0
19,43,42.0,42.0,0.021469726307101134,0.021469726307101134,43.0,43.0
19,44,43.0,43.0,0.021469726307101134,0.021469726307101134,44.0,44.0
19,45,44.0,44.0,0.021469726307101134,0.021469726307101134,45.0,45.0
19,46,45.0,45.0,0.021469726307101134,0.021469726307101134,46.0,46.0
19,47,46.0,46.0,0.021469726307101134,0.021469726307101134,47.0,47.0
19,48,47.0,47.0,0.021469726307101134,0.021469726307101134,48.0,48.0
19,49,48.0,48.0,0.021469726307101134,0.021469726307101134,49.0,49.0
19,50,49.0,49.0,0.021469726307101134,0.021469726307101134,50.0,50.0
19,51,50.0,50.0,0.021469726307101134,0.021469726307101134,51.0,51.0
19,52,51.0,51.0,0.021469726307101134,0.021469726307101134,52.0,52.0
19,53,52.0,52.0,0.021469726307101134,0.021469726307101134,53.0,53.0
19,54,53.0,53.0,0.021469726307101134,0.021469726307101134,54.0,54.0
19,55,54.0,54.0,0.021469726307101134,0.021469726307101134,55.0,55.0
19,56,55.0,55.0,0.021469726307101134,0.021469726307101134,56.0,56.0
19,57,56.0,56.0,0.021469726307101134,0.021469726307101134,57.0,57.0
19,58,57.0,57.0,0.021469726307101134,0.021469726307101134,58.0,58.0
19,59,58.0,58.0,0.021469726307101134,0.021469726307101134,59.0,59.0
19,60,59.0,59.0,0.021469726307101134,0.021469726307101134,60.0,60.0
19,61,60.0,60.0,0.021469726307101134,0.021469726307101134,61.0,61.0
19,62,61.0,61.0,0.021469726307101134,0.021469726307101134,62.0,62.0
19,63,62.0,62.0,0.021469726307101134,0.021469726307101134,63.0,63.0
19,64,63.0,63.0,0.021469726307101134,0.021469726307101134,64.0,64.0
19,65,64.0,64.0,0.021469726307101134,0.021469726307101134,65.0,65.0
19,66,65.0,65.0,0.021469726307101134,0.021469726307101134,66.0,66.0
19,67,66.0,66.0,0.021469726307101134,0.021469726307101134,67.0,67.0
19,68,67.0,67.0,0.021469726307101134,0.021469726307101134,68.0,68.0
19,69,68.0,68.0,0.021469726307101134,0.021469726307101134,69.0,69.0
19,70,69.0,69.0,0.021469726307101134,0.021469726307101134,70.0,70.0
19,71,70.0,70.0,0.021469726307101134,0.021469726307101134,71.0,71.0
19,72,71.0,71.0,0.021469726307101134,0.021469726307101134,72.0,72.0
19,73,72.0,72.0,0.021469726307101134,0.021469726307101134,73.0,73.0
19,74,73.0,73.0,0.021469726307101134,0.021469726307101134,74.0,74.0
19,75,74.0,74.0,0.021469726307101134,0.021469726307101134,75.0,75.0
19,76,75.0,75.0,0.021469726307101134,0.021469726307101134,76.0,76.0
19,77,76.0,76.0,0.021469726307101134,0.021469726307101134,77.0,77.0
19,78,77.0,77.0,0.021469726307101134,0.021469726307101134,78.0,78.0
19,79,78.0,78.0,0.021469726307101134,0.021469726307101134,79.0,79.0
19,80,79.0,79.0,0.021469726307101134,0.021469726307101134,80.0,80.0
19,81,80.0,80.0,0.021469726307101134,0.021469726307101134,81.0,81.0
19,82,81.0,81.0,0.021469726307101134,0.021469726307101134,82.0,82.0
19,83,82.0,82.0,0.021469726307101134,0.021469726307101134,83.0,83.0
19,84,83.0,83.0,0.021469726307101134,0.021469726307101134,84.0,84.0
19,85,84.0,84.0,0.021469726307101134,0.021469726307101134,85.0,85.0
19,86,85.0,85.0,0.021469726307101134,0.021469726307101134,86.0,86.0
19,87,86.0,86.0,0.021469726307101134,0.021469726307101134,87.0,87.0
19,88,87.0,87.0,0.021469726307101134,0.021469726307101134,88.0,88.0
19,89,88.0,88.0,0.021469726307101134,0.021469726307101134,89.0,89.0
19,90,89.0,89.0,0.021469726307101134,0.021469726307101134,90.0,90.0
19,91,90.0,90.0,0.021469726307101134,0.021469726307101134,91.0,91.0
19,92,91.0,91.0,0.021469726307101134,0.021469726307101134,92.0,92.0
19,93,92.0,92.0,0.021469726307101134,0.021469726307101134,93.0,93.0
19,94,93.0,93.0,0.021469726307101134,0.021469726307101134,94.0,94.0
19,95,94.0,94.0,0.021469726307101134,0.021469726307101134,95.0,95.0
19,96,95.0,95.0,0.021469726307101134,0.021469726307101134,96.0,96.0
19,97,96.0,96.0,0.021469726307101134,0.021469726307101134,97.0,97.0
19,98,97.0,97.0,0.021469726307101134,0.021469726307101134,98.0,98.0
19,99,98.0,98.0,0.021469726307101134,0.021469726307101134,99.0,99.0
19,100,99.0,99.0,0.021469726307101134,0.021469726307101134,100.0,100.0
19,101,100.0,100.0,0.021469726307101134,0.021469726307101134,101.0,101.0
19,102,101.0,101.0,0.021469726307101134,0.021469726307101134,102.0,102.0
19,103,102.0,102.0,0.021469726307101134,0.021469726307101134,103.0,103.0
19,104,103.0,103.0,0.021469726307101134,0.021469726307101134,104.0,104.0
19,105,104.0,104.0,0.021469726307101134,0.021469726307101134,105.0,105.0
19,106,105.0,105.0,0.021469726307101134,0.021469726307101134,106.0,106.0
19,107,106.0,106.0,0.021469726307101134,0.021469726307101134,107.0,107.0
19,108,107.0,107.0,0.021469726307101134,0.021469726307101134,108.0,108.0
19,109,108.0,108.0,0.021469726307101134,0.021469726307101134,109.0,109.0
19,110,109.0,109.0,0.021469726307101134,0.021469726307101134,110.0,110.0
19,111,110.0,110.0,0.021469726307101134,0.021469726307101134,111.0,111.0
19,112,111.0,111.0,0.021469726307101134,0.021469726307101134,112.0,112.0
19,113,112.0,112.0,0.021469726307101134,0.021469726307101134,113.0,113.0
19,114,113.0,113.0,0.021469726307101134,0.021469726307101134,114.0,114.0
